review,rating,day,month,year
more than 25 years experience with intego and apple computers.,5,,,
"pas en français et en plus apple me préviens qu'il y a un problème depuis la dernière mise à jour de l'os !!!j'ai acheté cet antivirus et il y a eu une reconduction de l'abonnement sans me prévenir, j'ai essayé de récupérer la somme ponctionnée et je n'y suis pas arrivé !!! attention lorsque vous souscrivez !!!",1,,,
"il ralentit beaucoup le système (j'ai un mac sous mojave). il est impossible de travailler quand il fait une analyse. de plus la société ne répond pas aux mails contact ce qui est plutôt non commercial surtout quand il s'agit d'avoir des infos pour le renouvellement du logiciel ! ,  il n'y a pas de compte client. du coup je ne pense pas que je vais renouveler.",3,,,
j'utilise cet anti virus pour un mac book pro catalina 10.15.1en lui même il est léger et facile à configurer.quant au service technique il est excellent.,5,,,
j'ai découvert le site récemment et j'apprécie de plus en plus.j'avais peur au tout début en exposant mon compte mais les personnes sont majoritairement bienveillante donc tout se passe parfaitement bien pour moi :)la team qui est très réactive en cas de soucis !,5,20,mars,2021
le concept est tout à fait top! j’ai eu une très bonne expérience auprès d’un conseillé (lucas) qui m’a aidé à découvrir le service et à me mettre alaise. très satisfait,5,19,mars,2021
"un service client réactif et de nombreux choix d'abonnement divers, je recommande.",4,19,mars,2021
j'ai eu un conseiller lucas. j'ai vraiment aimé sa rapidité et sa spontaneité. j'ai egalement un métier de service client et je peux voir que celui-ci est un bon atout. un service exemplaire qui donne envie d'avoir plus de problème paradoxalement !,5,19,mars,2021
les temps de réponse sont longs. je voulais m'inscrire mais ils ne m'ont répondu et alor j'ai arrêté.,1,,,
"super service. tout fonctionne bien, pas de souci avec les spliiiters. service client hyper réactif. si toutes les entreprises étaient aussi bien ... merci spliiit",5,19,mars,2021
beau et intéressant concept je conseille se site tous ce qu'il veulent faire des économie merci et bon courage au développeurs,5,18,mars,2021
je recommande c'est vraiment cool est c'est un moyen de se rembourser la moitié de l'abonnement donc cool,5,18,mars,2021
très rapide et efficaces ! merci,5,18,mars,2021
"excellent ! facile, pratique, intuitif et permettant de ne pas payer le prix fort pour des services qu'on n'utilise parfois que très peu ! tout le monde est gagnant.service client super réactif en plus.",5,17,mars,2021
"c'est une idée simple mais brillante que d'offrir la possibilité de bénéficier ou de partager ses abonnements à canal+, disney+, que ce soit en matière de sécurité, cloud, netflix et autres : tout est plus chez spliiit (slogan dont je détiens les droits d'auteur ;o))",5,17,mars,2021
lucas a été fantastique et à l'écoute. service commercial au topje ne suis pas du tout déçu de spliiit,5,16,mars,2021
"site ergonomique, offre claire. j'ai surtout été surprise par la réactivité du service client : pas besoin d'aller chercher dans les méandres du site une adresse mail ou un n° de téléphone surtaxé pour les joindre. sur spliiit, le chat est disponible 24h/24, les conversations sont sauvegardées ce qui permet un suivi de vos demandes.",5,16,mars,2021
génial ! j'adore le principe,5,16,mars,2021
excellent site permettant de partager un bon nombre d'abonnement de façon sécurisé et légal.je recommande à 100%de plus le service après-vente est très réactif et performant.,5,15,mars,2021
"très satisfait. interface moderne et facile d'utilisation. support réactif, efficace et sympa.ce que je peux vous dire c'est que ça fonctionne très bien.",5,15,mars,2021
lucas a répondu avec précision. il a fait une exception à cause d'une erreur de ma part.,5,15,mars,2021
"superbe plateforme, dommage que tout les services ne sont pas disponible à l'île de la réunion ou qu'il n'y ait pas une section par ville ou par département.",5,15,mars,2021
le service de partage d'abonnements indispensable et malin.,5,15,mars,2021
super idée que de permettre de partager ses abonnements avec d’autres personnes. très content du service,5,13,mars,2021
super bien rien a dire je dit que c parfait cdlt,5,12,mars,2021
super simple d’utilisation. ii y a beaucoup de demande donc les abonnements vont vite.,5,10,mars,2021
site facile d’utilisation qui permet de partager ses abonnements souvent coûteux avec d’autres utilisateurs. déjà un peu plus d’un mois que j’utilise et j’ai pu économiser une trentaine d’euros.,5,7,mars,2021
"super support, supe produitde l'avenir et encore mieux que ce soit français !!",5,4,mars,2021
"un seul mécontentement client et vous n'avez même pas le temps de réagir, que spliiit bloque immédiatement votre compte : quelle classe !par ailleurs, spliiit facture des frais de remboursement si, pour une raison ou pour une autre, vous souhaitez rembourser un utilisateur. ces frais ne sont pas mentionnés sur la page web dédiée aux tarifs.même si le principe de ce service est intéressant, ces deux expériences négatives en seulement quelques jours d'utilisation tendent à bien me refroidir. surtout pour ne gagner que quelques euros…",2,4,mars,2021
bon moyen de partage,5,4,mars,2021
très fiable et je vous le recommande.,5,3,mars,2021
une plateforme qui mérite d'être grande !,5,3,mars,2021
excellente application pour les partage !,5,3,mars,2021
"j'adore merci grâce à vous je fais des économies, mais j'ai plus de chose comme netflix spotify disney+. je recommande !",5,1,mars,2021
"faites attention à bien lire les petites lignes... une fois votre cagnotte chargée, impossible de récupérer les fonds et ce même si vous souhaitez clôturer votre compte spliiit, vous devrez obligatoirement utiliser votre cagnotte sur le site... voilà ce qu’on appelle du « vol » dissimulé... triste expérience avec spliiit... je regrette...",1,1,mars,2021
"concept top, le fait de pouvoir virer sur son compte ou passer en carte cadeau est vraiment génial!",5,1,janvier,2021
"super application pour partager musique, logiciel, et plus",5,1,mars,2021
"j'utilise ce service depuis plusieurs mois maintenant, et c'est vraiment génial.pouvoir souscrire à des abonnements à moindre prix, tout en proposant nos propre abonnement, afin de gagner de l'argent, l'idée est parfaite.",5,1,mars,2021
très satisfait du service. les personnes sont généralement sympa. je regrette juste que quand les personnes par au bout d'un mois je perd toujours une partie du montant total de l'abonement mais si non un très bon service je recommande,5,1,mars,2021
"super service, l'équie est réactive en cas de problème (rares), et même le dimanche! les abonnements sont variés et l'interface de paiement sécurisé est vraiment top",5,28,février,2021
"site super pro, sérieux et sécurisé.je recommande les yeux fermés.",5,27,février,2021
super site pour partager son abonnement et pouvoir payer moins chère quand on utilise pas sont abonnement au maximum de ses avantages.,5,27,février,2021
je suis vraiment satisfait de spliiit grâce à qui j’ai pu souscrire à un abonnement disney+ ce matin. tout fonctionne à merveille et le service spliiit est top (j’ai découvert cette belle entreprise par hasard sur facebook)! un grand merci et longue vie à spliiit!!,5,26,février,2021
au top !!! ras un service à l’écoute et très réactif,5,26,février,2021
la batterie marche sur une lampe mais pas pour une visseuse,2,21,mars,2021
produit qui ne fonctionne pas,1,21,mars,2021
aucun soucis ! cela devient  une habitude !,5,21,mars,2021
tb pour le timing et la qualité du produit,5,21,mars,2021
envoi rapide et description claire de l'apple concerné,4,21,mars,2021
reçu rapidement et bien emballée. la batterie correspond en tout point aux attentes.,5,21,mars,2021
"serviable, compréhensif, efficace",5,21,mars,2021
très très bien. achat d'une batterie pour un vieux pc. rapidité de livraison. suivi du colis. prix correct. je recommande sans problème ++.,5,20,mars,2021
"rien à signaler, produit conforme à la description, livraison rapide et soignée. je n’hésiterai pas à commander de nouveau sur ce site si besoin.",5,20,mars,2021
première commande : parfait ,5,10,mars,2021
"service client à l'écoute et efficace, produits de qualité moyenne.",3,20,mars,2021
commande conforme à la description.livraison rapide.emballage impeccable et sûr.,5,20,mars,2021
"je trouve le matériel compatible avec mon vieil ordinateur, à bon prix et bonne qualité, envoi très rapide et fiable",5,20,mars,2021
la batterie ne tient pas assez longtemps,2,20,mars,2021
batterie livrée en temps et en heure sans frais de port.,5,20,mars,2021
choix important. prix. rapidité de livraison. pour l'instant un sans faute. on verra à l'usage pour la qualité et la durabilité...,5,20,mars,2021
"expédition rapide, merci",5,20,mars,2021
"rapide et efficace , très bon produit ( batterie pour nikon d 60 )",5,20,mars,2021
parfait et sérieux,5,17,mars,2021
livraison extra rapide ! c'est top !,5,19,mars,2021
produit conforme.très bon suivi de la commande.,5,19,mars,2021
"livraison rapide, produit conforme à la commandeaprès 2-3 cycles d'utilisation, la batterie fonctionne bien, mais a une autonomie plus faible que l'originale apple. voir si l'autonomie augmente après plusieurs recharges...",4,19,mars,2021
colis  conforme et livraison au top,5,19,mars,2021
produit livré rapidementmon robot fonctionne à nouveau ! merci,5,19,mars,2021
"super rapide, hyper bien emballé en terme de protection, très sérieux je recommande sans soucis, alors que nous ne sommes pas des pros de commandes via internet. merci à eux, si l'occasion se représente on saura où aller et l'on recommandera de part leur sérieux à prix très très raisonnable un client plus que satisfait ;)",5,19,mars,2021
"ne pas se fier aux modeles mentionnés (chargeur pc) , ils ne sont pas fiables.le service clients n est pas joignable par mail, on ne peut pas répondre à leur mail, on doit toujours repasser par le formulaire contact du site, ce n' est vraiment pas pratique",1,19,mars,2021
"diversité de produits, prix compétitifs et livraison rapide",5,11,mars,2021
très satisfait  livraison très rapide,5,19,mars,2021
"rien à dire impressionnant. après m'être fait avoir comme tant d'autres par laptopbatterie.com j'ai cherché une enseigne plus sérieuse. et j'ai trouvé. commandé jeudi 14h reçu samedi matin, suivi de commande irréprochable et produit conforme : qui dit mieux ?",5,13,mars,2021
"parfait, correspond à mon attente. livraison rapide.",5,19,mars,2021
"le choix est important, mais quand une pièce ne va pas comme par exemple une batterie d appareil photo, le retour pour avoir la bonne coûte la moitié du prix de la batterie ce qui augmente considérablement son prix",3,19,mars,2021
parfait. rien à dire.,5,18,mars,2021
livraison ultra rapide,5,18,mars,2021
batterie arrivée avant la date prévue fonctionne parfaitement à recommandet,5,18,mars,2021
produit conforme aux attentes.reçu rapidement et livré gratuitement.what else.,5,18,mars,2021
produit conforme. livraison dans les temps. super ! merci.,5,18,mars,2021
trop fort impec. rapide..,5,18,mars,2021
"rien à redire, tout est nickel.",5,18,mars,2021
produit conforme à mes attentes et délai de livraison rapide.,5,18,mars,2021
"problème de batterie avec mon vieux portable, je pensais changer de batterie mais celle envoyée, puis renvoyée par aboutbatteries ne fonctionnaient pas, en fait, je pense que c'est le téléphone qui a besoin d'être changé. il est temps! j'ai déjà commandé d'autres batteries chez eux et aucun problème. ils sont très arrangeant puisqu'ils m'ont remboursée intégralement. merci.",5,1,mars,2021
déçus de cette carte impossible de programmer la partie réception ... tout le reste fonctionne moteur calibrage mais la partie réception 0 de plus j'ai voulu commander que la carte de vol on me demande 20€ de frais de port alors qu'il pouvait envoyé dans une enveloppe a bulle.,2,21,mars,2021
"parfait, des professionnels",5,21,mars,2021
"tres bien, rapide et conforme",5,12,mars,2021
"site très sérieux , matériel de très bonne qualité . je reviendrais souvent faire mes commances chez vous.",5,21,mars,2021
excellent livraison rapide tout les conse.sont sur le site,5,21,mars,2021
bonne communication au téléphone. colis arrivé rapidement,5,21,mars,2021
excellent !! je le conseille.,5,21,mars,2021
"livraison, rapide partout en belgique, ou en france, studio sport. est bien achalandé, on trouve les dernières nouveautés du marché.bravo !!!.",5,21,mars,2021
produit conforme et livré à la date...,5,21,mars,2021
"bonjour, cordon usb-c / lightning reçu sous 2 jours.longueur suffisante avec tablette.fonctionne correctement avec radio-commande.cordialement",5,21,mars,2021
personnel super compétentet et accueil tres bon,5,21,mars,2021
"au topsuper experience, un achat qui s'est très très bien déroulé. une équipe vraiment pro.merci beaucoup",5,21,mars,2021
ok. et reçu rapidement ,5,16,mars,2021
"manque le cadeaux dommage !bien recus ma caméra ! sa tout est ok,par contre j'étais sensé recevoir un perche selfie en cadeaux que je n'ai jamais reçus ! pour sa les 2 étoiles sinon ras!",2,20,mars,2021
très professionnel,5,20,mars,2021
service studiosport au top !!! comme d’habitude !,5,20,mars,2021
commande et livraison dans les temps merci à l’équipe studio sport paris !,5,20,mars,2021
service rapide,5,20,mars,2021
bons conseils et professionnels. par contre  manque de clarté sur le site internet lors des achats. la notion de «en stock» ne veut pas toujours dire disponible en magasin... il est nécessaire de regarder très attentivement.,4,11,mars,2021
studiosport est un très bon site d'e-commerce autour du drone et du matériel audio-visuel.la site est bien construit et l'ensemble des caractéristiques produits correctement exposé.le délai de livraison est conforme à celui annoncé et dans un carton bien formé et protégeant les produits commandés.je recommande !,5,20,mars,2021
"livraison très rapide,bien emballé.article conforme a la description!toujours satisfait par la qualité de service de studio sport!",5,20,mars,2021
rapide et efficace !,5,20,mars,2021
"franchement je recommande vivement, achat d’un drone dji fpv pour commencer dans le domaine doucement .. expédition très rapide .. vendeur à l’écoute via le site web.",5,20,mars,2021
"offre complète, aide efficace via le chat!",5,20,mars,2021
livraison et suivis client au top.,5,19,mars,2021
"rapide et efficace, merci !",5,19,mars,2021
toujours super,5,19,mars,2021
commande reçue rapidement et conforme. merci,5,19,mars,2021
"très pro,très à l’écoute, thecniquement le top!!!!!",5,19,mars,2021
très bon contact. livraison rapide.merci !,5,11,mars,2021
"rapidité,efficacité, produit conforme à la description",5,19,mars,2021
"super commande, livré rapidement !",5,19,mars,2021
commande reçu en 24h,5,19,mars,2021
"expédition rapide, emballage soigné, qualité, suivi, facilité d'achat sur le site, etc etc... rien à redire au top !",5,18,mars,2021
"commandé un dimanche, traité le lundi, reçu le mardi 14 heures à l'autre bout de la france......produit bien emballé, alors que demander de mieux?",5,18,mars,2021
colis arrive très rapidement matériel au top merci,4,18,mars,2021
expédition conforme et rapide ;-)produits officiels merci,5,18,mars,2021
"je recommande bon vendeur , beaucoup de choix .",4,18,mars,2021
prix élevés je trouve et tout n'est pas dispo à comparer avec la concurrence vous manque énormément de chose au catalogue et boutique sur boulogne n'a jamais rien en stock elle sert plus de point conseil et commande en direct,3,18,mars,2021
parfait merci,5,18,mars,2021
"très satisfait des services d'adepem. suite à la réception d'une pièce endommagé (indépendant d'adepem, pièce cassée durant la livraison) je contacte la société qui me répond très rapidement et m'envoi une nouvelle pièce de rechange. l'équipe est très professionnelle, le suivi de commande ainsi que le site web est parfait, les prix sont attractifs. vraiment je recommande adepem et je n'hésiterai pas à commander à nouveau. merci !",5,19,février,2021
efficacité et rapidité ! parfait ...,5,21,mars,2021
très bien servi et dans un bon délai parfait.,5,21,mars,2021
"ras, la pièce reçue est montée et fonctionne. délai ok",5,28,février,2021
reçu dans les temps comme prévue,4,21,mars,2021
contrat rempli. livré dans les délais prévus à la commande c'est à dire assez rapidement .,5,21,mars,2021
bonjourpas toujours facile de les joindre au téléphone mais sympa et très réactif.merci,5,21,mars,2021
"colisage convenable, délai correspondant à celui annoncé et pièces conformes à ma commande",5,8,février,2021
conforme à mon attente. matériel de bonne qualité.,5,21,mars,2021
très bon contact/échange avec l’équipe commerciale. je recommande.,5,21,mars,2021
le descriptif est insuffisant. produit inadapté!!,2,21,mars,2021
"commande prise en compte dans la journée et envoyée le lendemain, très satisfaite. la pièce détachée est la bonne, mais si ce n'est pas le cas, on peut la renvoyer (je me suis déplacée pour la rendre donc je ne sais pas si les frais d'envoi de retour sont à notre charge) et ils remboursent sans poser de question",5,21,mars,2021
achat réussi. ca m a évité  de racheter une machine a laver.je recommande,5,21,mars,2021
tous les produits reçus à la date indiquée voire même avant,5,11,mars,2021
"colis reçu très rapidement, pièce conforme à ma demande.très bien.",5,21,mars,2021
expédition le jour même avec un suivi de sa progression. rien à dire !,5,5,mars,2021
"pièce reçue le samedi et non le vendredi comme annoncé, mais bien emballée. aucune notice de montage ni aucun conseil.",3,20,mars,2021
livraison rapide. qualité des produits.,5,20,mars,2021
tré bon produit  livraison  rapide ,5,20,mars,2021
"commande le lundi livre le mardi ,supers pas d'attente pour les travaux",5,20,mars,2021
"merci, nous sommes très contents de vos services nous n'hésiterons pas à faire appel à vous.",5,20,mars,2021
livraison rapide et produit conforme,5,20,mars,2021
rien a redire délai respecté,5,20,mars,2021
"site sérieux, information par mail de la disponibilité ou non des achats, (plusieurs solutions proposées en cas de non disponibilité), échanges mail très pratiques, délai respecté pour la livraison, site à recommander.",5,20,mars,2021
très bien juste le délai qui était un peu long,4,20,mars,2021
produit conforme arrivé en avance en point relais au top,5,9,mars,2021
"le 17 mars, j'ai commandé une tête de rotofil en me basant sur la référence et 3 jours après j'ai reçu exactement ce que je désirais. rapide et bien. merci.",5,20,mars,2021
produit reçu rapidement. produit conforme. rien à redire.,5,20,mars,2021
"le 20 mars 2021a part un problème d'incompréhension dans les échanges par mail, ou bien une lecture incomplète des messages, comme il arrive maintenant beaucoup trop souvent, un peu partout, le service me semble correct et réactif; presque 5 étoiles, malgré une commande du 5 janvier 2021 non totalement soldée suite à une rupture de stock. 5 étoiles pour les bandes abrasives",4,5,janvier,2021
"compte tenu de nos renseignements téléphoniques, la buse que nous avons réceptionnée, correspondait parfaitement au modèle demandé et nous l'avons ajusté sur notre fourneau sans souci. livraison rapide et dans les délais donnés. entreprise très professionnelle, à recommander en priorité.",5,20,mars,2021
"service ok, mais produit cher",3,20,mars,2021
bonjourje suis satisfait de vos service.en effet ayant fait une erreur de commande vous n avez pas hesite a me rembourser j ai pu commander le bon produit et s est parfait.encore merci cordialement,5,20,mars,2021
"le produit reçu correspond à la commande, délais rapide et colis en bon étatsite web très bien fait",5,20,mars,2021
"livraison rapide , matériel conforme et site web fonctionnel",5,20,mars,2021
le thermocouple reçu était hors d'usage. j'ai dû faire appel au chauffagiste qui l'a remplacé pour beaucoup moins cher.la qualité des pièces détachées devrait être assurée!!!plus aucune confiance dans votre entreprise.,1,5,mars,2021
tout parfait,5,20,mars,2021
satisfait de ma commande,5,20,mars,2021
livraison dans le délai prévu.produit conforme à la commande emballage particulièrement soigné.très satisfaite.,5,20,mars,2021
livraison très rapide et conforme,5,20,mars,2021
tres satisfait de ce magasin,5,20,mars,2021
le service est vraiment de qualité et les achats sont faciles à réaliser avec une livraison rapide.,4,17,mars,2021
j'ai acheté 2 couteaux que j'ai renvoyé (dans les délais avant 30 jours) car il ne me convenait pas. il m'ont remboursés sans aucun problème. super service.,5,14,mai,2020
"a ce jour et malgré votre mail de vendredi et mon appel de ce matin , je ne suis toujours pas livré . je devais être rappelé aujourd'hui pour m'informer et n'ai eu personne . j'ai essayé de vous joindre sans aucune réponse . c'est inacceptable de laisser vos clients sans retour , je vous rappelle que j'attends ce colis depuis le 1er mars. votre service client est aussi inacceptable que celui de dhl ! jamais la même personne, obligé de réexpliquer à chaque fois et certaines personnes particulièrement butées malgré l'évidence !!! quand le colis est livré au havre et que vous habitez paris ca ne choque pas ???(envoi des copies écran du tracking dhl)lundi 8 malgré votre mail du 5 pas de livraison. j'appelle dhl à 9h00 mardi 9 et enfin résolution du problème car colis déposé avec un mauvais nom ... (vous étiez soit disant en contact avec eux depuis le 1er !!!)). colis retiré à 10h00 et vous osez m'envoyez un mail à 10h38 me disant avoir échanger avec dhl et me confirmez que je serai livré à mon domicile dans la journée ! . votre souhait n'est que de laisser pourrir la situation afin de vous faire rembourser par le transporteur et eventuellement après rembourser le client !!",1,8,mars,2021
très satisfait du site!,5,19,décembre,2020
achat facile envoi rapide,5,1,mars,2021
"commande passée le 01 janv 2021 pour 159 €. stock disponible. encaissement quais immédiat.c'était une commande pour un anniversaire le 14 janv. sans nouvelles (aucune info sur le suivi de commande sur le site) je les contacte. on m'explique qu'ils n'ont pas été livré et que le colis devrait être livré mi-février.aujourd'hui 15 fév, aucune info sur le site. je rappelle (3ème fois) pour avoir encore la même réponse qu'auparavant ""ils n'ont pas été livré"". annulation de ma commande. premier et dernier achat sur ce site.",1,15,février,2021
"le produit était très bien emballé, en parfait état et la livraison a été rapide.je recommande fortement ce site sérieux qui fait de plus profiter de la livraison gratuite lorsque la commande est supérieure à 50€.",5,10,février,2021
tout parfait. comme toujours.,5,,,
revendeur un peu cher mais avec des produits de grandes qualités.j'ai passé plusieurs commandes et j'ai toujours été très satisfait.,5,,,
super rapide pour la livraison,5,,,
"ce site est très bien, un grand choix est disponible, reste que les articles sont chers, qu'il y a peu de promos et souvent on trouve les mêmes chez le constructeur 30% moins cher, sinon sérieux.",5,,,
"excellent service après vente. j'ai pu leur renvoyer un esee junglas que je n'avais pas commandé chez eux à la base pour qu'ils me l'échange, et ils l'ont fait sans problème (conformément à la garantie d'esee). bonne communication, envois au top. je recommande",5,,,
"1er achat, service au top, bon prix, bon emballage,  délais d’expédition raisonnable. que du bon, je recommande ce vendeur.",5,,,
"ma commande a été livrée dans les temps, en parfait état grâce à un emballage soigné. je ne mets pas 5 étoiles car il y a un très léger défaut (sur le dessus du couteau) mais qui se polira avec le temps. j'ai grand plaisir à retrouver la qualité de ce bel objet.",4,,,
franchement génial! j'ai commandé un couteau de sculpture pour ma grand-mère pendant la période de noel et l'envoie était rapide. le couteau était bien emballé et ma grand-mère et très contente de son produit.,5,,,
je suis entièrement satisfait merci  !,5,,,
"j’ai acheté un couteau (290€ !) livré avec un clip de poche pour gaucher. pour l’installer, il faut ôter une petite plaque tenue par une vis, or cette vis est bloquée. le clip pour gaucher est donc inutilisable. j’assimile ça à un défaut de fabrication car le produit n’est pas conforme au descriptif. j’attends de k&t qu’il fasse jouer la garantie ou qu’il résolve le problème d’une quelconque autre façon (remplacement, remise). or le service client, entre mauvaise volonté et mauvaise foi (il prétend que j’ai démonté le couteau alors que ce n’est pas vrai) ne donne pas suite. c’est à ce type de situation qu’on voit la qualité d’un service client, et là il a été nullissime.",1,,,
large gamme de choix et service impeccable. je recommande. damien,5,,,
"acheté le 30/12, livré le 13/01, sachant que le produit était disponible sous 10 jours, rien à dire.",5,,,
"outre les tarifs qui sont attractifs, le service est nickel. les produits sont très bien emballé et envoyé très rapidement. un site de confiance sans hésitation.",5,,,
"bonne expérience générale.le meilleur un rapport qualité/prix que j’ai pu trouver sur internet pour ma lampe frontale.colis propre et bien sécurisé, sans avoir un carton surdimensionné.le seul bémol, l’expédition !j’ai reçu un mail de confirmation de ma commande en 2 minutes puis confirmation de l’expédition quelques heures plus tard. cependant, avec le suivi colissimo j’ai pu voir que laposte a reçu le colis 5 jours plus tard (un peu long à mon gout) et donc une livraison une semaine après ma commande.mais je vais mettre ça sur le compte des perturbations de fin d’année.en conclusion, bonne expérience, je recommande.",4,,,
prix et réactivité au top,5,,,
colis reçu dans les temps en très bon état.,5,,,
"deux couteaux eden kenzo achetés, le deuxième présente des aspérités sur le flanc de la lame dans des proportions ne correspondant pas au niveau qualité attendu.un sav qui ne veut pas prendre en garantie alors que le couteau n'a pas servi.seul proposition de leur part: prendre à ma charge les frais de retour et poncer la lame afin de faire disparaitre les traces voir même reboucher les trous ... affligeant et tout sauf professionnel de la part d'un site qui prétend avoir comme valeur la qualité et le service.j'attends toujours une réaction à la hauteur du préjudice malgré mes multiples relances.a suivre ...la suite est que la communication a été assez tardive sur certaines spécificités j’aurais souhaité que ce soit indiqué dès le départ or il a fallu batailler pour avoir ces précisions là.",1,,,
"super,rapide et bon matos",5,,,
"2 commandes passées reçu rapidement,  envoi soigné, produits comformes et de qualité (fenix hm65r et mcusta shinra katana)",5,,,
livraison correcte et dans les temps. ras,4,,,
commande rapide et site clair et détaillé.,5,,,
"j'ai acheté un couteau civivi chez knivesandtools. ils m'ont livré le mauvais avec une référence produit proche (civivi plethiros c904ds au lieu de civivi plethiros c904d), mais le produit est assez différent.  leur politique de renvoi est fastidieuse et à mes risques, et j'attendais d'une entreprise comme celle-ci de simplement renvoyer le bon produit. le service client a refusé de me m'envoyer le produit que j'ai acheté et ne s'est pas montré très compréhensif.",1,,,
"commande en parfait état, délai respecté !",5,,,
"livraison rapide, produit cinforme, site précis et agréable.",5,,,
"livraison toujours très rapide vers l’est de la france, emballage soigné. de temps en temps plus cher que la concurrence mais globalement compétitif et avec un choix très vaste.",5,,,
"la qualité de la description rédigée sur le site knivesandtools  est fiable, les produits reçus  correspondent exactement à la description faite sur le site knivesandtools. aucune surprise, produit worksharp multi sharpener, ken onion edition que je ne connaissais pas est d'excellente qualité et précis.réception rapide comme prévu, le tarif mes semble juste.",5,,,
"a la suite d’un problème avec un article reçu, j’ai essayé de contacter knivesandtools.fr.j'ai trouvé le temps de réponse du service client beaucoup trop long. même en m’armant de patience et en faisant preuve de compréhension, je reste tout de même très déçu de ma commande.",2,,,
très beau couteau,5,,,
mon colis envoyé avec une adresse partielle à été retourné et il a fallu énormément de temps pour pouvoir le recevoir. aucune solution rapide ne m'a été proposée. très déçu de mon expérience,1,,,
envoi rapide et conforme,5,,,
couteau japonais commandé. reçu dans les temps et couteau de très bonne qualité. service impec.,5,,,
je suis très satisfait : envoie rapide dans un emballage qui ne risque pas les chocs : très très bien,5,,,
service impeccable et rapide.,5,,,
excellente utilisation.,5,21,mars,2021
très favorable pour une première utilisation.,5,21,mars,2021
"très pratique, très rapide.",5,21,mars,2021
"bonjour.  il faut cliquer dans le cadre bleu qui se situe dessous pour remplir un cadre qui se trouve au dessus. non expliqué.   la liste des n° confidentiel comporte les lettres a,b,c,d,e,f....pour ouvrir le courrier recommandé; je n'ai pas eu la désignation de mon n° personnel. au hasard j'ai inscrit le ""a""  ouf ça a fonctionné! donc je ne sais si tous n° étaient valides. ce n'est pas l'information que j'avais, on devais m'attribuer une lettre correspondante à mon n°. ce ne fut pas le cas.",4,21,mars,2021
rapide efficace,5,21,mars,2021
bonne réception en dématérialisé,5,16,mars,2021
première expérience et réussite.,5,20,mars,2021
"tres rapide et tres pratique , pas de surplus papier egalement  confirmation de lecture et reception , que demander de mieux",4,21,mars,2021
"rapide et pratique, plus besoin de passer par la ""poste""",5,21,mars,2021
facilité d’utilisation,4,21,mars,2021
tout est bien expliqué et relativement simple d'utilisation et surtout extrêmement pratique !,5,21,mars,2021
facile très bien passée merci,5,21,mars,2021
"rien à dire - c'était très simple, et j'ai le sentiment que c'est très sécurisé.",5,21,mars,2021
"très bien, je recommande",5,21,mars,2021
efficace et rapide. simple d'utilisation.,5,21,mars,2021
démarche rapide et efficace qui accélère nos démarches.,5,21,mars,2021
très pratique et sécurisé,5,21,mars,2021
un peu compliqué !,3,21,mars,2021
pas pu ouvrir les documents,1,21,mars,2021
outil claire et pratique pour le recue d une signature d'un compris chez le notaire,5,21,mars,2021
outil clair et pratique pour le recue d une signature d un compromis chez le notaire.,5,21,mars,2021
simple d'accès et compréhensible.,5,21,mars,2021
rapide et efficasse,5,21,mars,2021
première utilisation et j'ai apprécié la sécurité et la fonctionnalité.,5,18,mars,2021
très pratique comme outils,5,21,mars,2021
"très rapide, très simple, très efficace donc très pratique !",5,21,mars,2021
rien d’évident....,1,21,mars,2021
"très bien et surtout très sécurisé, je recommande.",4,20,mars,2021
génial pour des documents importants.,5,20,mars,2021
le concept est bien. cependant dès que j'ai reçu ce message j'ai cru à un mail publicitaire. j'ai failli l'effacer. il faudrait peut être un peu plus le personnaliser. quant à ce système de code à rentrer cela n'inspire pas confiance jusqu'à ce qu'on se rende compte vraiment qu'il s'agit d'un recommandé.,4,20,mars,2021
très pratique,5,20,mars,2021
très bien et évite les déplacements,5,20,mars,2021
très pratique,5,20,mars,2021
"très pratique, rapide et efficace",4,20,mars,2021
très pratique. facile d utilisation. c est parfait !,5,20,mars,2021
rapidement et efficace,5,20,mars,2021
très pratique pas la peine de se déplacer,5,20,mars,2021
facile d' utilisation,4,20,mars,2021
tres facile d utilisation,5,20,mars,2021
assez simple,5,20,mars,2021
"produit reçu que je pourrais classer presque haut de gamme,très bien fini voir un peu sexy,livraison rapide.je recommande ce produit",5,21,mars,2021
très satisfaite livraison rapide,5,20,mars,2021
"très satisfaite,reçu rapidement et bonne qualité.",5,20,mars,2021
la pochette convient parfaitement grâce à la vigilance au moment de la commande. elle est esthétique.,5,20,mars,2021
parfait rien à redire délai de livraison respectéproduit commandé conforme,5,20,mars,2021
livraison rapide et service sérieux. produit de très bonne qualité.,5,19,mars,2021
tres bel étui pour tablette très pratique,5,19,mars,2021
livraison tres rapide. produit conforme au descriptif mais un peu déçue par la qualité du cuir. rapport  qualité /prix un peu élevé!,5,19,mars,2021
"sérieux, de bons conseils et excellente réactivité",5,18,mars,2021
"entièrement satisfaite de ma commande, vérification avant livraison, produit livré conforme.",5,18,mars,2021
j’ai commandé 2 fois le même produit par erreur.problème vite résolu dans la même journée merci a sandra,5,18,mars,2021
excellente qualité de conseil : évite les déconvenuesconforme aux attentes,5,18,mars,2021
